Align transparent graphics at printer resolution	在打印机分辨率下对齐透明图形	powerpoint
Print slide numbers on handouts	在讲义上打印幻灯片编号	powerpoint
When printing this document	打印此文档时	powerpoint
Use the most recently used print settings	使用最近使用的打印设置	powerpoint
Use the following print settings	使用以下打印设置	powerpoint
Color/grayscale	颜色/灰度	powerpoint
Print hidden slides	打印隐藏的幻灯片	powerpoint
Show add-in user interface errors	显示加载项用户界面错误	powerpoint
Effect Options	效果选项	powerpoint
On Click	单击时	powerpoint
With Previous	与上一动画同时	powerpoint
After Previous	上一动画之后	powerpoint
Duration	持续时间	powerpoint
Delay	延迟	powerpoint
Add Animation	添加动画	powerpoint
Move Earlier	向前移动	powerpoint
Move Later	向后移动	powerpoint
Shape Format	形状格式	powerpoint
Advanced Animation	高级动画	powerpoint
Animation Pane	动画窗格	powerpoint
Trigger	触发器	powerpoint
On Bookmark	通过书签	powerpoint
Shape	形状	powerpoint
Size	大小	powerpoint
Aspect Ratio	纵横比	powerpoint
Crop	裁剪	powerpoint
Picture Format	图片格式	powerpoint
Adjust	调整	powerpoint
Compression Options	压缩选项	powerpoint
Delete cropped areas of pictures	删除图片的裁剪区域	powerpoint
Apply only to this picture	仅应用于此图片	powerpoint
Resolution	分辨率	powerpoint
Sharpen/Soften	锐化和柔化	powerpoint
Brightness/Contrast	亮度/对比度	powerpoint
Sharpness	清晰度	powerpoint
Brightness	亮度	powerpoint
Contrast	对比度	powerpoint
Compress Pictures	压缩图片	powerpoint
Master Views	母版视图	powerpoint
Handout	讲义	powerpoint
Show Presenter View	显示演示者视图	powerpoint
From Beginning	从头开始	powerpoint
From Current Slide	从当前幻灯片	powerpoint
Pointer Options	指针选项	powerpoint
Arrow Options	箭头选项	powerpoint
Ink Color	墨迹颜色	powerpoint
Discard	放弃	powerpoint
Keep	保留	powerpoint
Eraser	橡皮擦	powerpoint
Erase All Ink on Slide	擦除幻灯片上的所有墨迹	powerpoint
Custom Range	自定义范围	powerpoint
Slides	幻灯片	powerpoint
Grayscale	灰度	powerpoint
Hide Slide	隐藏幻灯片	powerpoint
Unhide Slide	取消隐藏幻灯片	powerpoint
See All Slides	查看所有幻灯片	powerpoint
None	无	powerpoint
Set Up Slide Show	设置幻灯片放映	powerpoint
Show without animation	放映时不加动画	powerpoint
By Paragraph	按段落	powerpoint
By letter	按字母	powerpoint
Play Selected	播放选定内容	powerpoint
Appear	出现	powerpoint
Fly In	飞入	powerpoint
Timing	计时	powerpoint
Start	开始	powerpoint
Select	选择	powerpoint
Custom Path	自定义路径	powerpoint
Direction	方向	powerpoint
Intensity	强度	powerpoint
Rotation Axis	旋转轴	powerpoint
Playback	播放	powerpoint
Add Bookmark	添加书签	powerpoint
Remove Bookmark	删除书签	powerpoint
New Slide	新建幻灯片	powerpoint
WordArt Styles	艺术字样式	powerpoint
Text Fill	文本填充	powerpoint
This Device	此设备	powerpoint
Online Pictures	联机图片	powerpoint
Shapes	形状	powerpoint
Shape Styles	形状样式	powerpoint
Start Slide Show	开始幻灯片放映	powerpoint
Variants	变体	powerpoint
Colors	颜色	powerpoint
Customize Colors	自定义颜色	powerpoint
Accent 1	强调文字颜色 1	powerpoint
Hyperlink	超链接	powerpoint
More Colors	更多颜色	powerpoint
Standard	标准	powerpoint
Name	名称	powerpoint
Fonts	字体	powerpoint
Customize Fonts	自定义字体	powerpoint
Create New Theme Fonts	新建主题字体	powerpoint
Heading font	标题字体	powerpoint
Body font	正文字体	powerpoint
Effects	效果	powerpoint
Save Current Theme	保存当前主题	powerpoint
Delete Slide	删除幻灯片	powerpoint
Duplicate Slide	复制幻灯片	powerpoint
Background	背景	powerpoint
Replace Fonts	替换字体	powerpoint
With	替换为	powerpoint
Eyedropper	取色器	powerpoint
Presentation Views	演示文稿视图	powerpoint
Numbering	编号	powerpoint
Bullets and Numbering	项目符号和编号	powerpoint
Bulleted	项目符号	powerpoint
Numbered	编号	powerpoint
Picture	图片	powerpoint
Convert to SmartArt	转换为 SmartArt	powerpoint
Increase List Level	增加列表级别	powerpoint
Title	标题	powerpoint
Decrease List Level	降低列表级别	powerpoint
Close Master View	关闭母版视图	powerpoint
Offset	偏移量	powerpoint
(normal text)	(普通文本)	powerpoint
Subset	子集	powerpoint
Superscripts and Subscripts	上标和下标	powerpoint
Full Page Slides	整页幻灯片	powerpoint
Notes Pages	备注页	powerpoint
Handouts	讲义	powerpoint
Copy Link	复制链接	powerpoint
Next	下一张	powerpoint
Zoom into slide	放大幻灯片	powerpoint
Pen and laser pointer tools	笔和激光笔工具	powerpoint
Black or unblack slide show	变黑或还原幻灯片放映	powerpoint
